Time,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64
29.735,11,42,54,199,820,1392,1556,1490,1387,1258,1067,945,817,717,579,479,424,349,274,216,201,146,111,81,69,48,24,14,3,4,3,3,1,2,5,4,5,2,10,9,6,3,3,2,7,6,4,10,2,8,2,3,4,3,10,5,10,6,10,7,3,5,9,6
29.74,8,47,58,314,917,1352,1373,1450,1340,1220,1120,988,874,692,601,499,435,300,279,235,195,147,112,86,75,42,19,13,9,2,3,4,2,1,3,4,5,4,4,5,9,7,5,5,4,4,6,2,8,7,4,5,3,4,8,7,6,4,11,8,4,5,7,6
29.745,12,39,81,300,884,1381,1440,1388,1319,1260,1074,1020,821,751,605,531,404,324,246,270,178,147,115,85,73,35,22,8,12,3,2,6,1,2,2,3,7,1,6,2,6,8,7,7,3,1,9,4,4,5,8,5,3,5,6,5,8,3,9,12,4,4,9,2
29.75,6,37,68,373,942,1311,1360,1332,1373,1272,1105,967,853,737,641,509,428,329,271,242,195,132,122,83,74,31,23,6,10,7,2,4,2,3,0,5,3,3,4,3,6,7,4,11,3,3,6,4,6,3,8,9,2,2,5,6,4,8,6,11,7,6,4,7
29.755,19,32,62,428,864,1266,1354,1491,1399,1270,1043,925,858,728,657,495,413,322,278,267,180,135,128,86,64,56,17,9,9,6,7,3,3,3,1,0,6,3,5,2,4,4,7,3,14,2,4,4,4,5,5,8,6,3,3,7,6,4,6,6,11,7,5,5
29.76,19,27,115,442,851,1242,1420,1513,1303,1236,1002,975,861,720,652,516,412,321,288,236,216,126,101,116,61,53,28,7,8,10,4,5,6,3,2,1,3,2,7,3,2,4,5,4,5,9,7,4,6,2,5,3,7,6,8,1,7,5,7,4,8,9,7,4
29.765,8,33,59,277,875,1371,1503,1448,1416,1166,1110,921,840,764,620,521,428,315,253,268,188,132,119,95,74,48,22,4,6,6,8,3,6,2,5,3,1,1,4,6,3,4,4,2,8,8,10,0,5,4,5,4,5,4,7,7,2,7,7,3,5,6,12,6
29.77,28,23,52,302,898,1366,1468,1502,1311,1201,1091,944,879,735,596,576,416,299,282,254,198,145,114,88,68,44,22,5,6,6,8,3,3,5,4,3,4,0,2,6,4,3,6,2,4,7,8,6,6,3,1,5,7,4,6,7,3,8,3,5,6,4,7,9
29.775,30,31,42,192,833,1496,1608,1452,1335,1274,1045,925,887,701,624,539,411,309,272,243,191,135,117,100,69,46,34,6,0,5,5,8,5,3,7,3,4,1,2,1,5,7,1,6,1,5,5,11,6,5,3,2,5,4,7,5,8,3,6,5,7,4,6,3
29.78,16,43,50,219,715,1440,1633,1551,1422,1256,1069,891,848,748,597,531,414,323,289,222,180,145,121,91,71,41,36,4,1,3,3,6,6,6,1,7,2,4,3,1,2,5,6,3,4,3,3,9,9,6,3,3,3,3,9,3,7,9,2,5,5,7,2,6
29.785,32,19,56,291,909,1391,1492,1498,1376,1231,1048,938,854,714,634,525,445,316,249,235,202,159,122,89,76,55,28,6,1,0,4,4,4,3,7,7,5,1,1,5,2,1,5,5,3,4,3,3,8,11,5,2,7,1,5,5,7,5,6,4,3,8,6,3
29.79,19,31,67,249,894,1387,1539,1511,1369,1224,1007,958,862,760,637,534,410,324,273,235,185,159,110,108,66,50,28,9,2,0,0,5,3,1,8,8,4,1,4,4,4,1,3,5,5,0,7,3,4,8,8,6,3,4,3,4,7,5,4,7,5,5,7,3
29.795,3,34,40,292,790,1444,1612,1516,1430,1182,1028,916,837,740,630,516,421,346,273,240,184,166,113,108,74,42,32,9,4,1,0,3,2,2,7,5,5,4,5,1,3,4,2,5,4,1,4,6,2,4,9,9,4,4,4,3,5,7,3,8,5,5,8,2
29.8,12,9,62,309,805,1367,1599,1580,1402,1189,979,951,834,758,677,506,449,328,265,241,181,145,130,93,64,52,25,17,2,2,2,3,1,0,7,3,6,4,3,4,4,3,4,1,4,4,4,2,7,2,5,11,9,1,5,5,3,5,5,4,6,9,3,5
29.805,23,3,43,333,889,1276,1611,1551,1391,1191,1024,942,848,738,652,541,404,365,277,223,166,171,122,101,70,42,32,14,7,2,1,3,3,0,0,5,6,4,5,5,2,3,4,4,2,5,3,1,4,6,7,5,9,6,5,3,2,5,3,9,5,8,3,4
29.81,16,27,38,304,859,1317,1522,1539,1455,1187,1083,960,856,762,650,535,411,352,280,217,160,144,132,97,69,48,22,15,8,4,4,1,1,4,0,3,1,4,6,8,3,4,4,1,3,4,3,4,0,7,6,3,7,9,5,3,5,5,4,2,8,6,6,4
29.815,16,23,32,258,1045,1397,1425,1481,1437,1203,1035,948,868,702,623,530,418,372,302,242,165,166,126,99,84,32,26,17,7,3,5,2,2,0,3,2,0,3,8,3,6,2,5,4,1,4,4,4,3,1,8,1,4,7,9,6,2,6,5,4,3,5,12,3
29.82,30,9,56,473,961,1393,1371,1480,1353,1194,1019,937,869,690,574,524,446,362,328,243,189,167,137,111,81,44,20,24,6,4,3,4,2,2,2,3,0,2,2,7,5,5,3,6,1,4,1,3,4,4,3,3,7,3,6,7,7,4,6,5,5,2,7,8
29.825,30,30,92,478,1007,1299,1385,1412,1384,1199,1052,940,818,718,571,517,415,396,324,257,192,154,154,117,73,42,37,14,14,4,4,1,4,2,3,2,2,0,0,5,7,6,2,4,5,2,3,3,2,4,6,2,3,5,4,5,6,11,5,5,6,1,5,5
29.83,20,37,60,379,1059,1364,1385,1431,1323,1264,1101,938,785,693,587,509,457,372,329,258,179,176,149,108,75,46,27,16,9,4,5,3,2,4,4,0,3,1,1,2,5,7,4,3,4,5,1,3,2,5,3,5,2,2,6,5,6,6,8,9,2,4,3,5
29.835,31,21,98,424,1031,1326,1361,1389,1334,1213,1174,951,786,688,605,500,452,417,323,264,193,181,140,94,78,32,25,15,9,8,4,3,4,3,3,2,0,1,3,1,3,7,4,4,4,3,5,2,1,5,4,2,4,4,2,7,4,6,6,8,5,8,1,2
29.84,17,29,95,521,900,1292,1409,1409,1381,1276,1085,925,777,658,592,542,436,417,359,260,214,175,140,92,71,45,20,18,5,5,7,2,3,4,4,3,2,1,0,2,3,6,2,4,5,4,4,4,3,0,4,5,3,3,4,3,5,9,3,6,10,4,4,3
29.845,20,27,95,369,955,1334,1498,1397,1446,1238,1088,893,741,671,582,540,437,410,373,292,213,168,134,88,76,36,23,17,10,3,2,9,2,4,3,4,4,0,1,0,2,4,6,1,4,3,8,2,6,0,3,3,2,3,5,4,3,8,2,8,7,8,4,4
29.85,7,45,155,487,925,1256,1404,1379,1353,1283,1094,901,761,659,639,524,448,420,374,301,216,190,102,112,64,30,21,18,14,5,3,3,5,7,3,5,2,3,1,0,0,3,6,2,3,6,2,4,5,4,3,4,0,1,6,4,4,5,3,9,5,9,3,5
29.855,18,32,123,540,1059,1298,1330,1195,1341,1279,1070,956,835,682,610,515,469,415,384,255,251,163,141,90,63,41,17,21,9,9,3,4,3,5,6,4,5,2,2,1,1,0,4,3,5,3,3,4,3,8,2,4,2,2,1,6,3,4,5,8,3,10,3,3
29.86,15,21,64,542,1158,1336,1302,1218,1278,1236,1081,933,850,745,608,528,441,432,347,288,227,171,127,95,68,42,33,16,11,5,7,6,2,5,5,4,5,3,4,2,1,1,0,4,3,4,4,3,4,3,5,4,4,4,1,3,4,3,7,3,5,5,4,8
29.865,22,32,81,639,1122,1260,1277,1264,1245,1170,1045,942,892,765,645,538,496,388,364,268,244,180,116,89,67,45,18,20,7,9,8,6,2,4,6,4,4,2,6,3,2,1,1,2,2,3,3,4,4,3,4,2,5,6,4,1,4,4,5,2,5,6,6,1
29.87,15,28,123,794,1219,1139,1186,1144,1155,1164,1058,998,872,812,669,538,485,402,373,308,200,191,125,78,79,39,28,16,12,5,5,8,7,3,3,5,5,3,6,4,4,1,2,0,1,4,1,6,2,4,3,5,3,6,5,2,0,7,2,2,9,4,4,3
29.875,26,25,228,821,1117,1182,1127,1149,1130,1058,1075,1026,864,811,691,565,487,429,342,308,244,166,134,93,74,53,15,13,15,4,3,7,7,9,1,5,3,3,5,3,7,2,2,0,2,2,3,2,3,5,4,5,3,1,5,6,2,2,4,5,2,8,2,4
29.88,16,43,400,818,954,1157,1199,1112,1059,1016,1047,1057,887,800,700,597,495,429,372,304,247,182,109,114,70,49,23,10,11,7,6,4,4,10,7,3,2,5,2,4,5,3,4,0,3,2,1,2,5,2,4,3,6,3,3,4,3,5,4,2,3,4,5,4
29.885,17,32,85,586,1350,1374,1221,1118,1041,1008,1058,1038,910,771,726,579,492,439,342,289,264,168,126,109,66,39,29,8,10,7,7,4,3,7,11,5,2,4,3,6,0,4,4,5,0,3,1,3,2,3,3,3,3,5,5,1,6,6,4,2,4,1,4,3
29.89,8,18,57,279,1399,1573,1386,1107,1076,1041,1088,993,885,762,700,534,522,414,350,306,242,169,139,97,62,47,26,13,3,11,8,5,5,4,9,6,5,4,4,6,2,1,1,7,1,4,2,3,2,3,3,3,2,4,3,6,2,4,8,2,3,4,3,2
29.895,16,6,32,221,1108,1728,1517,1196,1108,1130,1123,939,883,748,651,535,490,406,362,286,247,170,139,110,60,48,21,16,7,3,6,10,6,3,5,11,4,6,3,6,4,3,2,1,5,3,3,3,2,2,3,2,4,2,2,7,4,3,5,3,6,2,5,2
29.9,12,17,27,152,770,1779,1594,1396,1228,1199,1129,978,821,739,651,535,472,414,337,309,209,165,136,100,61,44,21,8,5,3,5,6,11,3,2,9,9,6,3,4,4,7,2,0,4,5,3,2,2,2,2,2,3,5,2,3,5,4,3,3,4,6,3,5
29.905,10,37,18,176,768,1499,1544,1588,1353,1280,1109,962,848,745,649,543,470,381,302,313,204,154,149,86,66,45,17,11,6,1,5,6,6,7,6,4,6,11,5,3,3,7,2,3,3,3,4,4,0,3,4,1,2,4,5,1,4,6,2,3,4,5,4,1
29.91,4,21,44,199,710,1404,1590,1587,1376,1326,1105,983,879,783,641,546,463,343,315,271,215,154,136,95,69,39,19,12,8,2,2,7,5,7,7,4,8,6,7,5,4,4,4,4,3,4,1,3,4,2,4,3,1,2,2,5,3,4,5,5,1,7,3,2
29.915,8,11,31,161,732,1438,1668,1571,1410,1276,1102,992,836,763,627,546,455,325,336,278,232,170,122,113,69,37,20,9,6,6,3,1,6,8,7,6,5,5,5,9,4,5,3,3,4,6,1,3,4,4,0,5,1,2,2,6,3,1,4,5,3,5,5,2
29.92,7,19,36,269,959,1456,1516,1451,1245,1198,1125,1005,852,769,632,553,453,360,355,285,241,179,139,108,62,43,24,8,5,6,2,3,1,6,7,4,7,6,6,7,7,6,4,3,3,7,3,1,5,2,4,0,4,3,1,2,5,4,2,3,6,3,1,7
29.925,25,10,37,244,961,1276,1556,1544,1326,1233,1100,991,869,747,673,554,443,412,317,281,250,160,141,98,65,35,19,9,3,6,0,5,3,3,6,2,6,7,7,8,4,10,3,5,3,5,6,1,5,2,3,3,2,1,3,1,2,5,5,2,4,4,4,1
29.93,17,16,47,200,736,1321,1565,1695,1418,1239,1182,961,848,754,658,518,440,408,319,270,243,185,129,91,59,32,22,9,3,4,2,4,6,1,2,7,1,7,8,8,5,6,9,4,3,2,9,4,4,1,4,3,2,1,3,1,1,2,9,2,4,4,2,2
29.935,7,25,85,301,673,1246,1531,1683,1466,1314,1101,931,840,780,610,574,441,405,314,293,220,186,140,93,59,44,17,10,4,2,3,2,5,1,3,7,2,4,4,9,10,6,7,5,5,2,3,7,5,0,5,3,4,1,3,0,4,0,2,7,5,0,4,5
29.94,22,11,98,268,549,1285,1648,1689,1545,1300,1070,928,823,768,609,520,460,398,353,283,237,187,137,70,78,38,21,13,2,2,2,5,1,4,4,1,4,7,1,6,8,8,8,4,8,4,2,4,8,3,2,3,4,4,2,2,1,2,1,4,8,2,2,2
29.945,22,14,97,286,577,1144,1774,1735,1475,1274,1035,1005,802,742,599,545,447,434,321,280,248,182,140,100,59,48,13,13,6,2,2,2,4,0,5,3,1,7,5,0,4,10,9,6,7,6,5,3,6,6,3,1,5,2,4,2,1,2,1,3,3,8,2,2
29.95,11,30,159,366,590,970,1541,1766,1630,1369,1092,937,823,697,614,541,420,447,320,280,242,169,154,103,73,45,15,8,11,2,2,2,2,3,1,3,5,2,5,6,0,6,9,6,6,8,6,6,6,2,8,2,2,3,4,3,2,2,1,1,3,6,4,3
29.955,8,33,63,407,618,1052,1562,1737,1517,1295,1113,1043,849,733,652,498,454,416,297,303,213,173,147,110,77,38,14,9,7,4,4,1,2,3,3,2,1,6,2,5,5,2,7,7,6,6,8,6,6,5,2,7,3,2,5,2,5,2,1,1,1,5,5,0
29.96,4,15,181,446,661,924,1393,1667,1578,1372,1213,982,883,721,644,524,417,423,287,280,242,156,138,115,92,41,23,11,4,4,7,0,3,2,2,4,2,4,3,2,3,7,2,5,9,4,7,9,5,5,7,3,5,4,2,5,2,4,3,0,1,3,3,5
29.965,18,11,171,298,667,984,1357,1665,1687,1402,1232,1005,840,760,636,517,434,373,338,275,216,167,143,107,74,43,22,11,3,5,2,4,2,3,2,3,3,1,6,2,1,6,4,3,10,4,4,7,9,5,5,5,6,2,6,5,1,5,3,0,2,1,1,4
29.97,14,26,109,433,632,1025,1505,1583,1549,1367,1159,1029,837,772,614,521,460,404,328,304,224,187,127,110,80,35,26,10,6,2,5,2,3,2,3,3,3,1,4,5,0,2,6,2,7,9,4,5,8,8,4,5,4,6,4,6,3,4,2,1,2,1,1,0
29.975,4,18,229,454,700,922,1314,1525,1544,1412,1281,1032,829,774,606,541,443,395,323,287,225,201,132,100,94,43,22,16,7,3,2,5,2,1,4,2,5,2,1,5,3,1,3,5,2,7,10,2,8,6,6,4,7,3,7,5,4,4,4,1,2,2,2,0
29.98,3,17,312,409,735,899,1166,1547,1476,1455,1285,1116,879,731,622,525,455,392,322,263,247,184,138,108,83,57,24,14,5,3,4,3,4,1,4,2,3,1,3,3,4,2,4,0,6,3,6,7,5,7,5,8,2,10,4,8,2,5,5,2,2,2,2,2
29.985,8,2,67,520,871,961,1270,1451,1475,1376,1280,1062,874,779,643,546,456,403,317,259,246,177,147,100,85,54,21,15,10,3,4,2,4,4,2,2,2,2,3,2,4,4,3,2,3,3,5,7,8,2,6,6,6,6,6,4,8,4,6,4,2,3,1,1
29.99,0,7,47,361,883,1109,1293,1432,1429,1492,1242,1056,858,764,700,556,455,386,301,268,233,188,132,102,77,54,27,12,11,4,2,4,4,5,2,2,2,1,4,2,2,3,4,5,0,3,6,4,8,7,2,3,10,5,4,8,4,5,6,4,6,1,4,1
29.995,8,7,16,461,1041,984,1190,1393,1418,1405,1278,1119,894,751,695,561,450,377,322,251,233,200,137,97,86,54,31,12,9,3,3,3,3,6,2,3,2,1,5,0,3,2,3,6,3,1,3,4,4,9,6,4,3,7,6,4,11,3,4,7,5,3,2,4
30,0,26,9,345,1093,1068,1164,1437,1441,1325,1336,1074,909,737,683,530,475,401,326,271,237,187,129,111,72,61,30,7,8,4,3,4,3,6,2,2,3,3,3,2,3,2,1,4,4,3,1,2,6,6,7,4,6,5,6,5,7,6,5,7,1,7,4,1
30.005,0,10,42,537,1015,1014,1125,1358,1365,1402,1270,1131,935,737,661,561,491,404,306,268,234,175,141,113,74,59,43,15,3,4,7,2,5,4,4,3,1,3,3,4,2,2,2,1,5,4,3,2,0,5,8,7,4,7,4,4,5,6,9,7,4,4,6,3
30.01,7,13,16,288,990,1145,1187,1363,1474,1408,1305,1151,945,766,635,577,464,359,317,281,219,178,122,103,67,67,34,19,4,3,6,3,1,5,5,4,2,4,3,2,1,2,3,2,2,5,3,5,1,2,5,4,11,3,6,5,5,4,6,8,6,3,7,4
30.015,16,15,20,509,1023,995,1153,1260,1360,1368,1296,1224,1034,794,674,545,469,363,298,282,216,175,125,99,84,55,35,20,6,6,7,2,3,3,5,4,4,1,5,3,1,2,2,2,3,2,2,5,5,2,2,3,5,8,8,6,3,4,5,7,6,7,6,5
30.02,20,17,28,311,951,1138,1257,1312,1432,1391,1270,1210,981,755,673,572,433,359,332,290,213,166,128,91,78,59,38,18,10,5,8,4,4,1,3,3,6,4,3,5,0,2,2,1,3,3,1,5,6,2,3,3,2,6,11,2,6,6,4,2,9,6,7,4
30.025,18,22,82,442,773,1113,1212,1314,1450,1360,1281,1203,1049,782,697,568,449,345,321,258,214,174,129,110,68,52,34,16,11,7,5,7,7,0,1,4,4,4,4,5,3,1,2,2,3,0,2,5,2,5,4,5,2,1,8,8,3,7,3,8,3,4,7,7
30.03,26,20,40,260,701,1164,1357,1428,1472,1379,1359,1201,995,828,670,532,425,353,339,257,202,163,116,104,86,45,28,12,9,9,3,6,2,10,1,2,2,3,5,4,3,6,1,2,2,2,1,3,2,3,6,3,4,3,3,6,5,6,6,6,4,5,8,3
30.035,22,22,47,246,858,1243,1259,1314,1356,1416,1309,1246,1020,862,679,543,436,365,302,264,202,168,128,110,75,51,26,15,5,5,7,3,4,6,6,2,1,4,4,2,4,6,3,2,3,0,3,1,5,1,3,4,5,3,2,4,7,5,5,6,6,6,4,5
30.04,19,39,37,213,740,1231,1425,1345,1458,1447,1284,1144,1033,885,604,550,436,337,328,251,220,165,139,116,75,47,27,14,7,5,3,9,3,5,6,5,2,3,4,3,3,3,6,3,1,2,3,1,2,3,3,1,4,7,3,2,5,4,7,4,8,7,3,1
30.045,12,28,104,264,901,1053,1390,1332,1410,1375,1247,1203,1015,856,663,531,475,352,321,287,208,177,137,102,80,48,23,19,8,5,2,3,6,7,6,8,3,2,3,3,4,2,4,5,3,2,2,2,1,1,3,4,2,4,6,3,1,6,5,7,7,4,7,2
30.05,6,27,39,281,880,1221,1375,1357,1417,1367,1244,1142,983,782,660,550,473,392,325,294,220,188,127,108,72,55,25,15,9,5,3,2,6,5,6,7,5,3,2,4,4,3,5,2,4,4,0,2,3,1,3,2,2,5,5,2,4,2,7,1,13,3,5,4
30.055,24,10,71,319,814,1220,1468,1422,1331,1251,1305,1108,910,817,630,583,484,408,351,286,245,182,130,108,77,53,18,18,5,8,3,2,5,4,2,9,5,7,2,3,4,3,2,6,4,5,2,1,3,1,1,3,1,3,5,4,5,1,5,2,8,8,4,4
30.06,12,37,78,358,633,1167,1533,1554,1351,1294,1222,1136,944,778,658,579,460,371,362,295,227,203,125,109,77,43,31,16,7,8,3,5,2,3,3,7,6,4,7,4,4,1,3,5,4,4,5,2,1,3,1,1,2,3,3,5,3,4,3,3,5,4,12,2
30.065,13,22,33,220,902,1239,1380,1435,1432,1357,1267,1083,922,802,641,570,479,405,343,287,247,186,132,106,71,49,28,12,6,5,7,3,3,4,2,5,5,7,7,3,6,1,2,4,4,6,2,4,3,2,2,2,0,1,3,4,5,3,2,7,2,2,11,6
30.07,15,45,42,442,947,1127,1303,1416,1349,1352,1198,1069,938,780,698,572,464,413,375,280,260,206,125,106,74,62,19,19,7,1,6,4,6,3,5,2,6,3,9,5,5,2,3,3,4,3,6,1,6,2,3,1,2,0,2,3,4,3,3,5,3,3,4,7
30.075,27,34,55,210,985,1179,1296,1455,1454,1416,1219,1079,926,814,634,572,467,418,354,273,262,174,150,109,67,61,17,15,6,4,2,6,5,4,1,6,1,7,5,10,5,3,2,4,3,3,2,4,5,3,3,4,0,2,0,3,1,6,2,5,2,5,4,2
30.08,16,21,50,509,1053,1083,1184,1370,1353,1318,1212,1117,940,805,711,555,480,449,353,279,264,182,146,112,68,50,34,11,8,5,2,1,8,1,7,1,6,3,6,5,7,7,2,4,1,6,3,2,4,3,4,3,3,1,2,0,2,3,4,3,2,6,4,4
30.085,26,16,58,482,1093,1124,1242,1335,1330,1260,1191,1072,929,820,686,605,479,439,384,273,260,216,144,106,72,53,33,12,8,7,2,2,7,2,6,2,6,2,5,5,7,4,4,6,2,4,2,4,2,5,5,4,0,5,0,1,1,1,5,3,3,3,4,4
30.09,17,37,100,377,913,1228,1326,1358,1348,1296,1143,1137,948,793,692,617,490,426,360,288,252,203,136,103,81,47,25,17,6,6,5,3,2,5,5,5,2,3,3,5,11,4,2,3,6,4,1,5,2,3,5,5,3,3,1,2,1,2,1,3,6,2,3,2
30.095,11,21,42,381,983,1167,1339,1353,1350,1329,1282,1094,964,784,665,546,509,416,372,288,250,200,139,106,86,38,27,16,9,7,5,2,5,4,5,5,3,4,0,3,9,8,4,3,2,5,4,6,0,2,6,5,1,7,1,1,2,2,1,1,4,5,2,3
30.1,10,15,67,488,917,1222,1320,1326,1331,1308,1193,1097,933,754,716,560,483,453,378,291,286,200,140,108,82,50,23,15,10,2,10,2,3,5,5,5,4,4,2,4,2,5,9,5,2,4,3,4,5,2,2,5,4,6,2,4,0,1,2,2,2,1,5,4
30.105,16,11,84,434,813,1235,1467,1398,1319,1281,1194,998,983,780,674,582,479,457,359,316,264,206,145,98,96,47,19,16,11,8,7,3,7,3,6,4,4,5,3,2,5,2,8,4,6,3,4,1,6,3,3,3,3,8,2,4,2,1,1,1,1,4,4,2
30.11,8,13,46,318,870,1326,1574,1441,1285,1276,1120,1045,936,769,655,553,501,403,386,325,271,198,148,128,75,49,31,19,10,8,8,9,5,5,3,8,6,3,3,3,4,2,5,8,2,4,6,3,1,4,4,3,7,3,5,4,1,2,2,1,1,1,5,3
30.115,16,7,50,389,914,1303,1537,1464,1313,1195,1140,978,914,765,659,554,511,419,375,312,264,207,151,121,93,57,41,21,14,8,8,10,6,9,4,8,4,6,3,5,1,3,5,6,5,4,3,3,5,1,3,4,6,6,2,4,4,3,1,1,2,0,4,2
30.12,8,25,24,239,961,1387,1433,1439,1424,1270,1116,1041,913,809,635,567,489,427,360,310,229,191,153,109,93,63,35,24,12,10,10,7,6,8,11,4,5,8,3,5,4,1,4,5,6,4,5,3,4,2,1,4,6,7,2,5,1,7,2,0,1,1,2,2
30.125,5,25,23,397,951,1235,1501,1501,1287,1220,1125,1027,899,804,677,569,509,431,372,323,251,182,145,117,95,58,34,21,8,9,11,8,7,7,11,4,5,6,5,7,3,3,2,3,5,5,6,5,3,4,2,4,1,4,7,3,5,2,6,2,1,0,3,0
30.13,1,8,48,484,916,1210,1446,1479,1372,1188,1080,1001,911,828,683,580,497,446,376,322,237,173,157,124,88,58,35,29,12,8,6,7,8,8,7,10,6,7,5,7,6,2,3,3,4,3,7,3,4,3,4,1,4,3,4,5,4,5,4,5,3,0,1,2
30.135,8,3,23,313,970,1242,1399,1521,1424,1276,1118,1015,907,787,723,571,499,411,413,275,220,196,150,119,85,55,38,19,13,6,6,5,9,7,6,11,7,6,10,5,5,3,4,4,1,7,3,5,6,3,3,4,3,1,4,4,7,3,4,3,5,3,0,1
30.14,0,12,17,229,1017,1271,1384,1477,1463,1267,1194,956,933,808,710,588,491,437,366,285,223,195,149,117,86,56,35,14,12,7,6,6,5,6,10,7,5,7,14,6,5,3,3,4,3,5,5,1,8,3,5,4,3,2,1,5,8,5,1,5,3,3,3,1
30.145,4,6,13,279,951,1306,1414,1440,1430,1373,1070,1005,854,821,750,607,527,404,368,289,211,192,149,118,90,50,35,24,10,7,3,9,6,5,6,10,8,4,10,10,8,5,2,2,4,4,6,4,3,8,1,8,0,6,0,1,7,7,4,2,6,1,3,3
30.15,21,1,36,355,879,1394,1450,1450,1379,1249,1077,963,866,774,746,619,519,422,366,322,212,212,155,126,88,61,31,16,14,7,5,8,4,7,5,8,8,7,6,9,7,10,6,3,1,5,2,8,2,2,8,5,6,1,3,3,3,4,7,6,1,5,2,1
30.155,7,16,38,397,923,1219,1488,1422,1416,1269,1080,966,854,782,701,697,487,446,372,291,254,221,134,118,104,53,20,17,11,7,7,5,4,9,4,5,8,9,8,3,10,7,10,4,4,3,3,6,2,2,6,6,6,5,3,3,1,3,7,3,6,2,4,3
30.16,12,9,48,372,989,1172,1457,1409,1424,1297,1094,998,876,760,727,613,500,460,345,314,245,203,152,112,102,65,27,12,12,3,11,6,4,7,9,4,5,5,9,10,9,5,8,9,9,1,2,4,4,3,5,4,7,4,4,4,3,2,4,3,6,2,5,4
30.165,23,11,12,374,816,1250,1491,1546,1416,1262,1116,950,887,772,738,618,543,407,373,306,262,184,158,120,85,62,20,11,10,4,10,4,8,4,6,7,6,5,6,10,8,6,7,8,10,7,2,1,4,4,5,4,3,5,4,6,3,3,5,1,4,7,3,2
30.17,9,24,23,378,796,1095,1505,1573,1412,1295,1153,1018,915,821,715,614,529,415,340,308,261,194,143,132,73,50,23,8,5,5,10,7,3,5,6,8,5,7,4,11,5,6,8,8,11,7,2,5,3,3,3,5,5,1,5,5,6,4,5,1,2,6,5,2
30.175,19,12,42,374,765,1043,1508,1641,1452,1236,1151,1012,918,828,756,613,542,395,378,298,249,182,155,108,78,46,25,10,4,5,3,9,7,4,7,3,10,4,6,5,12,2,9,7,6,10,7,8,3,3,1,6,1,5,4,7,4,5,5,3,1,4,4,3
30.18,12,26,57,418,801,1109,1404,1523,1444,1250,1091,1045,951,830,785,624,531,431,372,311,221,189,155,102,81,50,29,8,4,4,5,3,8,7,4,5,6,7,7,5,6,9,4,11,2,12,12,4,4,5,3,1,4,4,3,5,6,5,7,4,1,2,3,3
30.185,12,16,170,601,714,919,1344,1488,1434,1256,1145,992,963,883,769,621,542,467,374,307,230,197,145,113,70,49,29,9,6,1,5,5,7,3,7,6,3,7,6,7,7,7,6,7,8,4,9,11,4,7,4,4,2,2,3,4,3,4,10,4,5,3,1,3
30.19,2,27,165,650,766,873,1113,1422,1483,1356,1178,1060,962,899,756,640,570,470,399,268,228,195,149,82,63,57,25,10,5,4,1,6,4,8,5,6,5,7,4,6,7,8,5,4,9,7,12,7,4,6,7,5,2,2,4,2,3,4,5,6,6,4,3,2
30.195,1,25,212,781,677,856,1102,1419,1406,1324,1170,1033,986,893,762,634,577,508,382,280,244,200,138,106,73,49,27,6,8,3,3,2,5,7,7,3,5,5,8,5,4,7,10,2,10,6,8,11,3,9,2,8,5,3,2,4,2,4,3,3,9,5,6,1
30.2,5,19,31,484,970,891,1376,1488,1426,1247,1150,995,975,865,739,631,554,457,427,299,233,204,147,102,81,47,29,9,5,5,5,1,2,6,7,6,3,7,5,8,4,7,3,9,5,6,5,11,7,8,7,5,5,7,2,2,4,4,1,5,4,7,6,3
30.205,16,3,46,490,949,980,1322,1484,1358,1211,1221,1012,945,846,737,646,571,470,407,331,228,212,150,99,80,48,26,8,3,8,2,2,2,2,5,12,3,4,4,7,9,5,3,8,7,4,4,6,13,7,8,5,5,5,8,1,2,4,3,6,4,3,5,5
30.21,20,25,28,269,1073,1087,1343,1471,1367,1255,1129,1057,996,827,724,631,550,487,401,313,244,207,146,109,63,61,26,11,6,3,5,3,2,3,4,9,8,3,3,5,8,7,6,3,10,3,4,3,14,7,9,7,5,4,7,3,2,3,4,6,2,3,3,4
30.215,24,18,37,302,1078,1224,1258,1286,1364,1277,1190,1112,979,871,685,632,548,454,370,332,254,213,135,110,81,58,28,16,5,4,4,5,4,1,1,5,9,8,5,4,4,7,7,7,2,9,4,4,7,10,8,7,9,3,5,7,3,2,2,4,6,6,2,0
30.22,2,17,52,195,773,1440,1354,1437,1388,1278,1140,1072,1023,875,694,618,560,452,386,290,276,185,161,88,76,57,29,11,5,8,3,5,4,3,3,2,9,10,4,5,1,7,8,10,2,6,4,6,5,7,13,5,6,7,5,6,3,2,4,2,7,3,4,3
